track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,release_year,track_name_encoded,artist_encoded,album_encoded
Me And My Broken Heart,Rixton,Let The Road,2014-01-01,77,https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S,1oew3nFNY3vMacJAsvry0S,5.3814722222222216e-05,2014,491,385,389
At My Worst,Pink Sweat$,PINK PLANET,2021-02-12,5,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH,2MJz8BxxMsERULatmBikDH,4.731777777777777e-05,2021,54,364,507
STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3: OVER YOU,2021-07-23,13,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,5PjdY0CKGZdEuoNab3yDmX,3.939027777777778e-05,2021,647,445,210
I Love You Like a Love Song (Cover),Reed Deming,Ridiculous,2013-07-26,38,https://open.spotify.com/track/7KXmf0oEAoy4yRaiVcFtpf,7KXmf0oEAoy4yRaiVcFtpf,5.315777777777778e-05,2013,350,378,556
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,5.8829444444444445e-05,2015,91,278,248
What Makes You Beautiful,One Direction,Up All Night,2012-05-25,86,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,4cluDES4hQEUhmXj6TXkSo,5.5551666666666665e-05,2012,827,352,713
You're Perfect - Remix,Charly Black,You're Perfect (Remix),2017-12-01,48,https://open.spotify.com/track/1PQNR7X8dkeC6S24LbR9fs,1PQNR7X8dkeC6S24LbR9fs,5.594444444444444e-05,2017,861,100,765
Shy,Jai Waetford,Shy - EP,2015-01-16,55,https://open.spotify.com/track/3nivloq0Lqd2CYWHTgAlwU,3nivloq0Lqd2CYWHTgAlwU,5.212222222222222e-05,2015,668,213,589
Rewrite The Stars,Zac Efron,Rewrite The Stars,2017-11-17,76,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,630sXRhIcfwr2e4RdNtjKN,6.0400000000000004e-05,2017,628,491,555
So Am I,Ava Max,Heaven & Hell,2020-09-18,72,https://open.spotify.com/track/2Xnv3GntqbBH1juvUYSpHG,2Xnv3GntqbBH1juvUYSpHG,5.084055555555555e-05,2020,682,45,283
Confident,Demi Lovato,Confident,2015-01-01,74,https://open.spotify.com/track/3DXXKDbbZKyAZfNb96ST3q,3DXXKDbbZKyAZfNb96ST3q,5.715138888888889e-05,2015,146,128,140
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",2019-10-04,75,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,4.658138888888889e-05,2019,0,121,2
Never Be the Same,Camila Cabello,Camila,2018-01-12,81,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,4eWQlBRaTjPPUlzacqEeoQ,6.304805555555555e-05,2018,531,90,121
Best Friend (feat. Doja Cat),Saweetie,Best Friend (feat. Doja Cat),2021-01-07,68,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,2etHQJxIbV0soyPhelVs9Y,4.330083333333334e-05,2021,85,405,95
Me Too,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,73,https://open.spotify.com/track/3KwwE4sgCzMaKWq6QBebmX,3KwwE4sgCzMaKWq6QBebmX,5.034444444444444e-05,2017,492,312,654
happier,Olivia Rodrigo,SOUR,2021-05-21,85,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,2tGvwE8GcFKwNdAXMnlbfl,4.887027777777778e-05,2021,875,351,569
"jealousy, jealousy",Olivia Rodrigo,SOUR,2021-05-21,83,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,0MMyJUC3WNnFS1lit5pTjk,4.8100000000000004e-05,2021,881,351,569
Beggin' - Remix,HAWK.,Beggin' (Remix),2021-08-13,47,https://open.spotify.com/track/6Q2Lb0R6siWVAF6DFvLXRF,6Q2Lb0R6siWVAF6DFvLXRF,3.915194444444444e-05,2021,81,185,92
Symphony (feat. Zara Larsson),Clean Bandit,What Is Love? (Deluxe Edition),2018-11-30,80,https://open.spotify.com/track/72gv4zhNvRVdQA0eOenCal,72gv4zhNvRVdQA0eOenCal,5.90925e-05,2018,736,108,735
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,5.4998055555555556e-05,2017,844,410,752
Miss Wanna Die,JubyPhonic,Miss Wanna Die,2021-11-05,63,https://open.spotify.com/track/6QYYzSQnGyMjcRRy67eYwF,6QYYzSQnGyMjcRRy67eYwF,5.656555555555555e-05,2021,509,230,440
In Da Getto,J Balvin,JOSE,2021-09-10,69,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn,1q0PYXTbDsirp2l74ng6pn,3.6296111111111115e-05,2021,374,207,358
Work,Rihanna,ANTI (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,6.092222222222223e-05,2016,847,384,24
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,2016-01-29,80,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj,06KyNuuMOX1ROXRhj787tj,6.047388888888889e-05,2016,815,99,470
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,6.804444444444444e-05,2016,138,442,134
It Ain't Me (with Selena Gomez),Kygo,It Ain't Me (with Selena Gomez),2017-02-16,81,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,3eR23VReFzcdmS7TYCrhCe,6.132777777777777e-05,2017,389,256,351
Don't Wanna Know,Maroon 5,Don't Wanna Know,2016-10-11,2,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,5MFzQMkrl1FOOng9tq6R9r,5.957777777777778e-05,2016,200,306,183
Touch It,KiDi,Touch It,2021-05-05,52,https://open.spotify.com/track/3h3xeg5OGNYVM0U9rOAc6j,3h3xeg5OGNYVM0U9rOAc6j,4.5833333333333334e-05,2021,780,250,698
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],2021-09-09,73,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU,4gvrJnKCKIPiacNsWVQwEU,5.2324444444444446e-05,2021,884,86,786
"Alone, Pt. II",Alan Walker,"Alone, Pt. II",2019-12-27,70,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,0bMbDctzMmTyK2j74j3nF3,4.973666666666667e-05,2019,34,21,47
Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,2012-09-10,82,https://open.spotify.com/track/7wMq5n8mYSKlQIGECKUgTX,7wMq5n8mYSKlQIGECKUgTX,5.6259166666666665e-05,2012,297,449,1
Titanium (feat. Sia),David Guetta,Nothing but the Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,6.806666666666666e-05,2012,776,124,479
Freaks,Jordan Clarke,Freaks,2019-02-25,0,https://open.spotify.com/track/44r4zta6P9flkhKaVnbsvG,44r4zta6P9flkhKaVnbsvG,4.855555555555556e-05,2019,260,228,242
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10,70,https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe,2y5aJvzXhHPA94U5GFAcXe,6.823694444444445e-05,2017,342,489,230
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,The Twilight Saga: Breaking Dawn - Part 2 (Original Motion Picture Soundtrack),2012-11-09,67,https://open.spotify.com/track/7hn8Q8WAxFdL4aZ159GI7C,7hn8Q8WAxFdL4aZ159GI7C,8.497027777777777e-05,2012,14,105,680
I'm Not Her,Clara Mae,I'm Not Her,2017-11-10,53,https://open.spotify.com/track/2jRISGsO4RTm9CQVb1Jusn,2jRISGsO4RTm9CQVb1Jusn,5.394555555555555e-05,2017,360,107,323
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',2015-10-14,74,https://open.spotify.com/track/5k5fWendNngd89O8JKoE8L,5k5fWendNngd89O8JKoE8L,4.896277777777777e-05,2015,89,312,98
Story of My Life,One Direction,Midnight Memories (Deluxe),2013-11-25,87,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,4nVBt6MZDDP6tRVdQTgxJg,6.81925e-05,2013,712,352,436
Bad Girlfriend,Anne-Marie,Speak Your Mind (Deluxe),2018-04-27,55,https://open.spotify.com/track/11z8f8BH1WdIlFI9TNQ9mc,11z8f8BH1WdIlFI9TNQ9mc,5.7273888888888885e-05,2018,65,32,607
Hold On,Chord Overstreet,Hold On,2017-02-03,80,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,5vjLSffimiIP26QG5WcN2K,5.523694444444445e-05,2017,319,103,290
"Million To One - from the Amazon Original Movie ""Cinderella""",Camila Cabello,"Million To One (from the Amazon Original Movie ""Cinderella"")",2021-07-21,52,https://open.spotify.com/track/3lzYrD0WcgGFiAFKkB2shE,3lzYrD0WcgGFiAFKkB2shE,5.657222222222222e-05,2021,506,90,438
Payphone,Maroon 5,Overexposed Track By Track,2012-01-01,86,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A,1XGmzt0PVuFgQYYnV2It7A,6.421472222222222e-05,2012,582,306,500
Fireflies,Nightcore Reality,Fireflies,2019-07-19,36,https://open.spotify.com/track/5KE6lHTUWeWxhHilA145PM,5KE6lHTUWeWxhHilA145PM,5.222222222222222e-05,2019,251,340,234
Steal My Girl,One Direction,FOUR (Deluxe),2014-11-17,84,https://open.spotify.com/track/2Bs4jQEGMycglOfWPBqrVG,2Bs4jQEGMycglOfWPBqrVG,6.337027777777777e-05,2014,703,352,214
Clarity,Zedd,Clarity,2012-01-01,78,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c,60wwxj6Dd9NJlirf84wr2c,7.539611111111111e-05,2012,136,493,132
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,Close To Me (feat. Swae Lee),2018-10-24,62,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,5.07286111111111e-05,2018,137,153,133
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Icarus Falls,2018-12-14,84,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,3e7sxremeOE3wTySiOhGiP,6.638888888888889e-05,2018,211,489,328
Mercy,Into The Nightcore,"Into The Nightcore, Vol. 8",2020-03-03,37,https://open.spotify.com/track/7ERJOJC84FjdPW9VWtzbRw,7ERJOJC84FjdPW9VWtzbRw,4.542e-05,2020,502,204,348
You Need To Calm Down,Taylor Swift,Lover,2019-08-23,79,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,6RRNNciQGZEXnqk8SQ9yv5,4.76e-05,2019,859,438,407
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,87,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,5.0600000000000003e-05,2019,690,265,175
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,6.109611111111112e-05,2019,339,149,309
Intentions,Justin Bieber,Intentions,2020-02-07,69,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,364dI1bYnvamSnBJ8JcNzN,5.913e-05,2020,383,233,346
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,5.817722222222222e-05,2019,166,460,158
Leave The Door Open,Bruno Mars,Leave The Door Open,2021-03-05,6,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,7MAibcTli4IisCtbHKrGMh,6.724888888888889e-05,2021,424,83,385
Dernière danse,Indila,Mini World,2014-01-01,81,https://open.spotify.com/track/65uoaqX5qcjXZRheAj1qQT,65uoaqX5qcjXZRheAj1qQT,5.930361111111111e-05,2014,180,201,439
abcdefu,GAYLE,abcdefu,2021-08-13,76,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,4fouWK6XVHhzl78KzQ1UjL,4.6833611111111114e-05,2021,864,170,769
Airplanes (feat. Hayley Williams of Paramore),B.o.B,100 Greatest R&B,2019-11-22,45,https://open.spotify.com/track/47AUpATUatp72I5Ctmh8I4,47AUpATUatp72I5Ctmh8I4,5.00925e-05,2019,24,51,3
Impossible,Shontelle,No Gravity,2010-01-01,0,https://open.spotify.com/track/45EDI3rk0f4cAMt9f8b56R,45EDI3rk0f4cAMt9f8b56R,6.292583333333333e-05,2010,372,415,471
Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),2015-10-23,55,https://open.spotify.com/track/6Q2JimwoGgG5W9HdmH1hmq,6Q2JimwoGgG5W9HdmH1hmq,4.725166666666667e-05,2015,807,200,599
All Falls Down (feat. Juliander),Alan Walker,Different World,2018-12-14,66,https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl,1HvCFAUIWQsWV9zud3UhDl,5.5244444444444445e-05,2018,28,21,173
Sing Me to Sleep,Alan Walker,Different World,2018-12-14,65,https://open.spotify.com/track/1tfVpMI8G6EakZU4rEja4w,1tfVpMI8G6EakZU4rEja4w,5.216666666666666e-05,2018,672,21,173
Alone,Alan Walker,Different World,2018-12-14,76,https://open.spotify.com/track/3LlmKSHR3Rs0Y3KHQLAYDk,3LlmKSHR3Rs0Y3KHQLAYDk,4.456277777777778e-05,2018,33,21,173
Diamond Heart,Alan Walker,Different World,2018-12-14,62,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0,0nrWZWkJM62ftQJSI8fDc0,6.675916666666668e-05,2018,184,21,173
everything i wanted,Billie Eilish,everything i wanted,2019-11-13,85,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,6.817361111111112e-05,2019,871,70,778
ocean eyes,Billie Eilish,dont smile at me,2017-12-22,85,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9,7hDVYcQq6MxkdJGweuCtl9,5.566083333333333e-05,2017,887,70,776
FRIENDS,Marshmello,Speak Your Mind (Deluxe),2018-04-27,54,https://open.spotify.com/track/6IQCmIGaOxzjNNcwScETVD,6IQCmIGaOxzjNNcwScETVD,5.628333333333333e-05,2018,233,307,607
Call You Mine,The Chainsmokers,World War Joy,2019-12-06,69,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,2oejEp50ZzPuQTQ6v54Evp,6.0455555555555555e-05,2019,122,442,756
Something Just Like This,The Chainsmokers,Something Just Like This,2017-02-22,73,https://open.spotify.com/track/1dNIEtp7AY3oDAKCGg2XkH,1dNIEtp7AY3oDAKCGg2XkH,6.878500000000001e-05,2017,691,442,605
All We Know,The Chainsmokers,All We Know,2016-09-29,71,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2rizacJSyD9S1IQUxUxnsK,5.391111111111111e-05,2016,32,442,43
This Feeling,The Chainsmokers,Sick Boy,2018-12-14,74,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,5.4985e-05,2018,769,442,590
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,2021-03-19,81,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,5.50225e-05,2021,583,233,364
Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,81,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,6.346722222222221e-05,2020,717,38,623
Purpose,Justin Bieber,Purpose (Deluxe),2015-11-13,66,https://open.spotify.com/track/2IjyFRCRn8x1bEquOM3vxg,2IjyFRCRn8x1bEquOM3vxg,5.837777777777778e-05,2015,609,233,536
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,6.315555555555555e-05,2014,757,410,238
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,6.911833333333333e-05,2016,641,14,39
idfc - Tarro Remix,blackbear,idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,6.906472222222221e-05,2016,879,496,784
Solo (feat. Demi Lovato),Clean Bandit,What Is Love? (Deluxe Edition),2018-11-30,71,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,3NuK5xMlSlB6K2Qp16zf3h,6.186277777777777e-05,2018,687,108,735
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,76,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,27NovPIUIRrOZoCHxABJwK,5.888888888888889e-05,2021,365,270,326
Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,2016-04-07,70,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,2hgzdQdnfWwtdpZbhZlV72,6.062055555555556e-05,2016,23,219,36
24/7,Celina Sharma,CECE,2021-10-08,2,https://open.spotify.com/track/304uzYXYjPulJpLRJzuesX,304uzYXYjPulJpLRJzuesX,5.124388888888889e-05,2021,4,97,117
Infinity,Jaymes Young,Feel Something,2017-06-23,78,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,1SOClUWhOi8vHZYMz3GluK,6.603333333333333e-05,2017,381,217,226
Snowman - Slowed Down,Sia,Snowman (Slowed Down & Snowed In Remix),2021-10-29,47,https://open.spotify.com/track/6Ob0vkoBVpja3yLQkjCdpK,6Ob0vkoBVpja3yLQkjCdpK,5.0076388888888885e-05,2021,681,417,601
Who I Am,Anne-Marie,Therapy,2021-07-23,44,https://open.spotify.com/track/1o8kO8YyMWRAeb9bE2AIxO,1o8kO8YyMWRAeb9bE2AIxO,4.2359166666666666e-05,2021,837,32,684
Love How It Hurts (feat. Tina Stachowiak),Axel Johansson,Love How It Hurts (feat. Tina Stachowiak),2020-05-29,44,https://open.spotify.com/track/2Y6wXxB9QpckJTkFkcUY3o,2Y6wXxB9QpckJTkFkcUY3o,5.55e-05,2020,457,48,402
Broken Angel,Arash,Superman,2014-11-04,0,https://open.spotify.com/track/6aTtl40Or1Mgx2pjcP1T9L,6aTtl40Or1Mgx2pjcP1T9L,5.341111111111111e-05,2014,110,35,630
One Day - Feat. Helena,Arash,Superman,2014-11-04,0,https://open.spotify.com/track/7yZlAJrpOMY13mLjf9Tzv5,7yZlAJrpOMY13mLjf9Tzv5,5.907388888888889e-05,2014,561,35,630
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,10,https://open.spotify.com/track/2Cd9iWfcOpGDHLz6tVA3G4,2Cd9iWfcOpGDHLz6tVA3G4,5.6285e-05,2010,802,413,724
Title,Meghan Trainor,Title (Deluxe),2015-01-12,64,https://open.spotify.com/track/0k5hoseEJnCAbpRh38dNoI,0k5hoseEJnCAbpRh38dNoI,4.853694444444444e-05,2015,777,312,694
Be Somebody,Phil Good,Be Somebody,2018-09-14,38,https://open.spotify.com/track/2rRNyvQWYm0e2ckkuDTr7n,2rRNyvQWYm0e2ckkuDTr7n,5.1822222222222224e-05,2018,73,363,84
"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2017-01-06,2,https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd,2DpCdPMg1BADE4HDnxt3Rd,5.6173888888888885e-05,2017,674,126,595
Enchanted,Taylor Swift,Speak Now,2010-10-25,72,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5,04S1pkp1VaIqjg8zZqknR5,9.783333333333333e-05,2010,217,438,606
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,78,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,1r9xUipOqoNwggBpENDsvJ,4.816138888888889e-05,2021,220,200,201
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,2019-06-28,78,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,1TQXIltqoZ5XXyfCbAeSQQ,5.492555555555555e-05,2019,167,404,159
Lot to Learn,Luke Christopher,TMRWFRVR,2017-07-28,50,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,2HzfRSfCogBSsgW2CckVA2,6.89961111111111e-05,2017,455,285,637
Heat Waves (with iann dior),Glass Animals,Heat Waves (with iann dior),2021-03-25,1,https://open.spotify.com/track/3pXVWgkWybiGchdKGYDgdl,3pXVWgkWybiGchdKGYDgdl,4.869472222222222e-05,2021,309,177,282
Him & I,G-Eazy,The Beautiful & Damned,2017-12-15,53,https://open.spotify.com/track/69MpAbCg0X0HVUoGcprfq7,69MpAbCg0X0HVUoGcprfq7,7.4685e-05,2017,317,169,659
Dandelions - slowed + reverb,Ruth B.,Dandelions (slowed + reverb),2021-08-27,67,https://open.spotify.com/track/6fhG2KJgwO7CrNflRaRmvp,6fhG2KJgwO7CrNflRaRmvp,7.464361111111111e-05,2021,169,389,161
@ my worst,blackbear,@ my worst,2021-08-06,61,https://open.spotify.com/track/0mHGftgYtmpH4y17T3VZ2E,0mHGftgYtmpH4y17T3VZ2E,5.3156666666666665e-05,2021,12,496,18
Survivor,2WEI,Sequels,2018-09-20,4,https://open.spotify.com/track/29Y7wbrOvQlAwZQJM51ugW,29Y7wbrOvQlAwZQJM51ugW,5.423111111111111e-05,2018,730,1,580
Fake,The Tech Thieves,Fake,2018-08-03,62,https://open.spotify.com/track/5d7P5eapBbN3gfce5ARfuh,5d7P5eapBbN3gfce5ARfuh,3.921555555555555e-05,2018,238,450,219
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,7.316666666666667e-05,2017,586,149,797
Barbie Girl,Aqua,Aquarium (Special Edition),1997-01-01,77,https://open.spotify.com/track/5ZrDlcxIDZyjOzHdYW1ydr,5ZrDlcxIDZyjOzHdYW1ydr,5.498888888888888e-05,1997,70,34,54
Lollipop (Candyman),Aqua,Aquarium (Special Edition),1997-01-01,61,https://open.spotify.com/track/7hIKkllltXJFgGfUZbVazE,7hIKkllltXJFgGfUZbVazE,6.017388888888888e-05,1997,445,34,54
Wannabe,Spice Girls,Spice,1996-01-01,82,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT,1Je1IMUlBXcx1Fz0WE7oPT,4.806277777777778e-05,1996,805,426,608
Bumpy Ride,Mohombi,MoveMeant (International),2010-01-01,73,https://open.spotify.com/track/71R6zJsrF3ffc3TBFHfivX,71R6zJsrF3ffc3TBFHfivX,6.242222222222221e-05,2010,112,320,448
Follow Your Arrow,Kacey Musgraves,Same Trailer Different Park,2013-01-01,65,https://open.spotify.com/track/4CLPNURPcKztF9RRdcWLGP,4CLPNURPcKztF9RRdcWLGP,5.5455555555555556e-05,2013,255,240,574
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,77,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,58HvfVOeJY7lUuCqF0m3ly,5.123527777777778e-05,2020,476,152,410
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,6.275916666666667e-05,1997,636,34,54
Doctor Jones,Aqua,Aquarium (Special Edition),1997-01-01,67,https://open.spotify.com/track/6EBDmMZBQkWrj7jWlGhFU1,6EBDmMZBQkWrj7jWlGhFU1,5.651111111111111e-05,1997,190,34,54
Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,78,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,78qd8dvwea0Gosb6Fe6j3k,3.728861111111111e-05,2020,104,138,113
overwhelmed,Royal & the Serpent,Overwhelmed,2020-06-26,66,https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y,5jjZikDrEd0by1o7V3fO4y,4.424805555555555e-05,2020,888,388,501
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,75,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG,07MDkzWARZaLEdKxo6yArG,4.518888888888889e-05,2020,496,434,636
Bad Boy (feat. Luana Kiara),Raaban,Bad Boy (feat. Luana Kiara),2018-08-24,65,https://open.spotify.com/track/64p6ua7zpf66s62StC2QLv,64p6ua7zpf66s62StC2QLv,5.296472222222222e-05,2018,64,374,74
Tomboy,Destiny Rogers,Tomboy,2019-02-28,67,https://open.spotify.com/track/5Ti3fqGTfjUsSdylFNy0Ng,5Ti3fqGTfjUsSdylFNy0Ng,5.6512500000000005e-05,2019,779,130,696
The Spectre,Alan Walker,The Spectre,2017-09-15,74,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ,2DGa7iaidT5s0qnINlwMjJ,5.3829722222222215e-05,2017,765,21,678
Havana (feat. Young Thug),Camila Cabello,Camila,2018-01-12,83,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,6.036277777777778e-05,2018,302,90,121
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,81,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,5.2999722222222225e-05,2019,660,414,585
you broke me first,Tate McRae,you broke me first,2020-04-17,11,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,45bE4HXI0AwGZXfZtMp8JR,4.7018055555555554e-05,2020,897,437,796
Woman Like Me (feat. Nicki Minaj),Little Mix,Woman Like Me (feat. Nicki Minaj),2018-10-12,55,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1,6rrTr2HEAzlpC4KWZxF3S1,6.339055555555555e-05,2018,846,278,753
Older,Sasha Alex Sloan,Older,2018-11-09,72,https://open.spotify.com/track/52iLDrSoRtf9lcgFuLVfqE,52iLDrSoRtf9lcgFuLVfqE,5.3055833333333335e-05,2018,555,404,487
Ginseng Strip 2002,Yung Lean,Lavender,2013-08-16,2,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,79nEEoEPY2w8EXj9hjn5oc,4.27775e-05,2013,270,488,383
ROXANNE,Arizona Zervas,ROXANNE,2019-10-10,75,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,4.545444444444444e-05,2019,613,39,543
Play,K-391,Play,2019-08-30,69,https://open.spotify.com/track/4jp4Z02kzzg8gK0NmDGgml,4jp4Z02kzzg8gK0NmDGgml,4.666e-05,2019,590,235,519
